Index,ctrgcn-B,ctrgcn-BM,ctrgcn-J,ctrgcn-JM,mstgcn-B,mstgcn-BM,mstgcn-J,mstgcn-JM,skkmixf-B,skkmixf-J,skmixf-B,skmixf-BM,skmixf-J,skmixf-JM,tdgcn-B,tdgcn-BM,tdgcn-J,tdgcn-JM,tegcn-B,tegcn-J
3296,143,111,143,57,143,28,143,33,143,143,143,9,143,100,143,33,143,110,143,143
3297,113,70,116,37,113,70,117,70,120,113,113,37,113,99,117,116,117,37,115,115
3298,52,45,52,1,52,150,52,2,1,52,52,1,52,1,51,1,52,1,52,52
3299,75,75,87,131,75,93,84,80,93,85,75,87,131,85,75,82,93,78,148,133
3300,78,78,78,78,78,78,78,131,78,78,78,78,78,78,78,78,78,78,78,78
3301,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127
3302,23,23,23,23,23,23,23,23,23,23,23,59,23,23,23,23,23,23,23,23
3303,89,79,130,134,146,89,146,130,79,146,89,97,79,79,130,79,79,97,130,79
3304,146,135,148,93,81,79,130,148,134,95,146,148,97,77,146,95,130,93,84,130
3305,78,78,78,78,78,78,78,132,78,78,78,78,78,78,78,78,78,78,87,87
3306,135,135,135,135,135,135,135,135,135,135,135,79,135,135,135,135,135,135,135,135
3307,123,124,2,122,113,122,2,149,120,19,129,127,123,124,2,124,2,122,2,2
3308,34,18,18,34,34,34,34,18,34,34,34,47,34,44,34,1,34,1,34,34
3309,8,30,8,109,47,13,30,30,102,47,33,47,47,103,47,58,47,58,30,108
3310,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88
3311,20,66,72,46,30,60,138,23,72,72,72,60,72,23,72,23,3,23,20,60
3312,42,42,42,42,42,126,42,42,42,42,42,114,42,42,42,42,42,42,42,42
3313,69,72,72,140,39,72,72,1,72,69,72,72,69,45,69,18,69,1,42,140
3314,22,66,23,66,22,22,22,23,22,23,61,22,22,20,61,66,23,23,22,23
3315,44,44,44,44,44,44,44,44,44,44,44,13,44,1,44,44,44,44,44,44
3316,47,63,47,8,47,28,47,47,47,47,47,8,18,127,47,28,47,8,47,47
3317,137,137,137,137,137,137,137,126,137,151,137,137,137,137,137,137,137,137,137,137
3318,133,133,88,123,133,142,133,131,133,133,133,47,47,133,133,88,133,80,82,82
3319,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127
3320,87,87,87,74,87,76,87,87,87,87,87,87,87,76,87,74,87,87,87,87
3321,2,16,16,15,16,0,16,0,0,5,0,34,16,0,16,0,16,0,2,0
3322,146,130,89,84,84,74,89,81,89,89,84,77,89,89,77,130,89,95,146,130
3323,124,123,124,124,124,122,124,123,124,123,127,124,123,127,124,124,123,122,46,128
3324,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107
3325,82,74,82,82,82,82,82,82,82,82,82,82,82,80,82,82,82,82,82,82
3326,128,126,128,138,128,128,128,126,126,128,119,142,128,142,68,126,128,142,10,128
3327,24,47,34,47,102,47,34,47,24,34,24,34,102,102,34,109,34,34,34,34
3328,50,50,50,50,50,29,50,29,50,50,50,63,50,50,50,63,50,50,50,50
3329,101,101,101,101,101,143,101,114,101,101,101,101,101,114,101,114,101,114,101,101
3330,74,79,74,131,74,102,74,130,131,74,74,93,74,102,74,79,74,79,74,74
3331,133,133,47,123,123,122,142,131,133,133,88,47,47,133,133,88,133,105,82,82
3332,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108
3333,106,114,106,106,106,114,106,114,106,106,106,114,106,106,106,114,106,106,106,106
3334,90,98,90,86,90,95,90,90,90,90,90,132,90,89,90,95,90,95,90,76
3335,27,126,26,9,38,52,27,48,39,27,27,128,27,48,27,48,27,9,27,27
3336,95,95,130,130,146,130,146,95,95,130,77,130,130,97,146,130,130,95,95,146
3337,54,128,4,122,4,151,54,54,4,4,139,54,4,7,54,54,4,54,4,4
3338,95,81,95,81,95,90,95,81,95,131,95,97,93,94,95,81,95,97,95,85
3339,100,53,100,48,28,32,100,100,32,100,100,32,100,32,100,32,100,100,28,32
3340,71,68,71,151,71,51,71,125,71,71,29,151,71,1,71,125,71,45,29,71
3341,10,126,10,126,10,126,10,126,128,9,138,137,9,136,10,126,9,128,10,9
3342,18,13,18,15,18,13,18,13,18,18,18,15,18,13,18,13,18,13,18,18
3343,2,144,37,102,2,15,37,144,144,37,2,102,67,102,2,15,37,11,34,2
3344,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135
3345,131,82,82,81,82,97,131,134,81,82,96,79,75,81,82,81,148,134,82,82
3346,0,27,0,0,0,27,0,27,0,0,0,27,0,27,0,27,0,27,0,0
3347,14,13,14,14,14,13,14,13,14,14,14,13,14,13,14,14,14,13,14,14
3348,46,46,46,151,46,46,127,46,46,46,46,142,46,46,46,46,46,46,46,46
3349,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92
3350,97,94,89,134,135,92,79,134,97,97,133,97,94,97,89,134,79,97,133,133
3351,142,143,122,142,142,6,142,128,6,142,6,55,142,55,142,142,142,128,29,128
3352,40,41,40,24,40,36,40,41,40,40,40,38,40,41,40,41,40,36,40,40
3353,89,89,135,97,89,97,135,89,89,89,133,97,97,97,89,89,89,134,89,94
3354,40,2,40,64,40,64,40,64,40,19,40,41,40,118,40,0,40,118,19,19
3355,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59
3356,95,95,95,131,95,95,95,95,95,95,95,93,95,45,95,95,95,95,95,95
3357,31,69,31,69,39,69,31,69,24,31,39,150,31,56,31,69,31,69,24,31
3358,136,71,136,142,137,29,136,136,137,136,136,128,136,142,136,51,136,128,137,137
3359,133,48,133,133,133,142,142,88,133,133,88,47,47,133,133,142,133,133,142,88
3360,53,21,53,9,53,32,53,32,53,53,53,21,51,21,53,21,53,56,53,53
3361,133,133,47,123,133,48,133,88,133,133,133,47,47,133,133,142,133,96,82,134
3362,72,53,72,72,72,53,72,72,72,72,72,72,72,72,72,72,72,72,72,72
3363,120,68,6,99,6,142,6,49,104,20,6,25,6,29,121,150,6,105,49,136
3364,146,146,146,146,146,146,146,146,146,146,146,146,146,130,146,130,146,146,146,146
3365,0,36,0,0,0,36,0,68,0,0,0,0,0,125,0,36,0,41,0,0
3366,142,133,142,142,142,128,137,143,142,150,142,142,150,142,133,142,137,88,142,33
3367,110,56,110,117,110,56,55,32,55,110,110,25,110,32,110,10,110,56,110,110
3368,81,130,133,130,81,130,81,130,130,81,81,130,81,81,81,130,81,130,81,81
3369,11,12,11,12,12,69,11,12,11,12,11,69,11,12,11,126,11,12,12,12
3370,78,131,78,82,87,82,131,87,131,93,131,131,93,131,78,77,78,83,131,82
3371,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77
3372,133,133,133,123,133,142,142,88,133,133,133,47,47,133,133,88,133,133,82,88
3373,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56
3374,120,143,23,66,136,142,143,142,116,142,32,57,143,105,23,128,143,142,145,150
3375,62,141,30,59,62,136,64,152,30,30,60,128,60,128,30,136,60,62,118,69
3376,8,46,127,6,28,46,8,46,28,8,8,33,8,127,8,46,8,6,8,8
3377,35,34,35,42,44,34,42,28,28,154,35,8,35,102,35,32,42,102,72,72
3378,28,30,28,137,28,35,28,52,28,28,28,102,28,138,47,72,28,21,28,47
3379,17,19,17,5,17,149,149,43,149,17,5,15,5,5,5,17,17,149,5,17
3380,100,100,100,127,100,46,100,127,100,100,100,100,100,100,100,32,100,100,100,100
3381,114,48,114,129,114,48,114,114,114,114,114,114,114,143,114,114,114,57,114,114
3382,47,47,47,47,47,28,47,47,47,47,47,47,47,47,47,28,47,47,47,47
3383,29,67,46,150,128,1,128,6,122,46,46,71,46,71,29,34,128,145,46,46
3384,47,24,47,150,34,142,143,23,47,49,142,28,142,150,47,20,47,28,126,47
3385,99,120,99,99,105,105,99,149,105,99,99,150,99,99,99,120,120,99,120,99
3386,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83
3387,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89
3388,120,99,120,99,105,99,120,99,99,120,104,119,120,110,120,104,120,99,120,120
3389,6,122,6,6,6,4,6,4,6,6,6,4,6,6,6,4,6,4,6,6
3390,62,62,67,62,67,62,70,20,62,67,62,150,67,150,67,62,67,62,67,67
3391,138,105,141,100,138,57,128,46,116,6,127,38,6,127,23,38,150,150,140,140
3392,87,79,82,94,94,74,97,94,134,94,135,84,94,89,76,89,97,78,132,132
3393,139,126,129,66,126,145,126,124,101,139,126,11,139,128,139,124,126,126,149,149
3394,88,75,133,88,89,133,133,76,82,133,75,82,79,133,88,85,133,133,148,85
3395,57,69,57,129,57,72,57,129,129,57,57,72,57,72,57,19,57,149,57,57
3396,72,70,72,70,72,136,72,2,72,72,72,30,72,129,72,140,72,129,72,72
3397,17,72,5,0,17,69,21,26,5,5,64,117,5,41,5,31,5,39,64,21
3398,88,47,47,131,47,142,4,27,47,145,88,47,150,27,47,150,112,47,70,57
3399,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119
3400,33,55,33,55,33,56,33,56,25,33,33,25,33,21,33,25,33,45,33,33
3401,131,130,131,93,93,131,93,93,93,93,131,93,93,131,93,131,131,93,93,93
3402,131,90,132,78,91,98,90,91,91,132,132,91,98,94,91,83,98,90,132,98
3403,133,133,133,123,133,97,97,133,123,133,123,47,47,47,133,88,133,89,82,132
3404,62,27,62,22,62,12,62,127,45,62,35,127,62,100,62,23,62,56,62,62
3405,109,67,109,67,108,34,108,117,118,102,102,67,108,100,102,109,108,30,36,36
3406,138,138,138,138,136,138,138,138,138,136,136,138,126,113,136,138,138,138,136,136
3407,4,7,4,54,4,54,4,54,4,4,4,54,4,54,4,54,4,54,4,124
3408,34,67,45,2,34,67,45,2,40,45,45,67,34,67,34,0,45,70,34,34
3409,79,93,79,79,87,79,87,133,79,79,79,135,87,131,79,79,79,79,79,130
3410,109,103,58,103,58,109,109,109,47,109,109,109,103,103,109,103,109,21,109,32
3411,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119
3412,90,80,90,90,90,80,90,80,90,90,90,79,90,80,90,96,90,90,90,90
3413,31,117,31,113,113,69,39,117,115,31,113,26,31,113,31,115,140,117,31,31
3414,76,76,76,76,76,76,76,131,76,76,87,76,87,131,76,76,76,131,131,131
3415,9,9,9,9,9,9,48,9,9,9,9,9,9,9,9,48,9,9,9,9
3416,88,133,88,123,123,122,128,131,133,133,88,47,47,133,133,142,47,133,82,82
3417,12,42,12,12,12,150,12,12,126,12,12,126,12,42,12,126,12,42,12,12
3418,86,83,86,98,86,98,98,90,86,98,86,75,86,98,98,98,86,83,86,98
3419,70,70,70,70,70,68,70,68,70,70,70,38,70,0,70,31,70,24,70,70
3420,71,2,68,2,65,2,70,2,67,70,70,145,70,69,67,2,70,2,70,71
3421,31,31,31,43,31,39,31,31,31,31,31,72,31,118,31,31,31,140,31,31
3422,126,8,129,8,72,9,126,48,9,9,103,9,9,102,126,9,126,8,28,126
3423,3,139,4,106,4,150,116,55,61,23,4,29,149,110,121,110,20,142,121,121
3424,133,48,142,122,123,128,142,48,47,133,88,133,47,47,133,142,133,80,129,122
3425,57,14,139,16,28,33,126,16,57,137,57,14,57,149,57,54,126,139,12,33
3426,47,138,47,150,47,47,47,23,142,47,47,72,47,72,47,138,47,22,142,142
3427,35,33,35,154,57,139,101,58,12,35,154,144,154,58,35,154,154,54,154,12
3428,151,54,150,12,11,139,149,15,12,12,57,44,11,137,4,4,11,6,4,6
3429,70,27,67,108,70,70,37,67,69,37,70,67,2,69,70,27,37,67,2,2
3430,0,0,0,0,0,0,0,0,0,0,0,31,0,31,0,0,0,31,0,0
3431,114,69,112,69,124,11,36,11,67,0,36,69,108,69,37,70,37,119,114,145
3432,78,87,78,77,78,130,87,77,78,78,78,146,78,77,78,77,78,77,78,78
3433,6,125,108,34,6,14,108,35,108,108,127,100,125,109,6,100,108,100,125,30
3434,7,4,7,150,137,145,54,101,45,137,4,139,137,7,7,137,7,16,49,142
3435,63,63,63,63,63,29,63,63,63,63,29,29,63,63,63,63,63,29,63,63
3436,31,0,31,140,31,64,31,0,31,31,31,64,31,16,31,16,31,5,31,31
3437,39,72,140,19,39,31,116,58,149,39,116,115,151,58,39,31,140,107,69,69
3438,64,72,125,72,64,69,1,72,1,1,35,35,1,54,34,72,35,54,24,1
3439,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105
3440,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143
3441,93,93,133,131,131,93,89,93,132,80,148,148,133,131,133,88,95,93,133,133
3442,111,111,111,111,111,111,111,111,111,111,111,101,111,111,111,111,111,55,111,111
3443,86,74,74,87,86,86,86,131,74,74,74,131,74,131,74,74,74,74,86,74
3444,117,67,117,41,117,38,117,38,39,117,117,25,117,38,117,68,117,68,117,117
3445,55,55,143,111,111,55,143,55,110,110,143,55,143,110,110,111,143,110,110,55
3446,131,80,131,82,81,82,131,83,131,131,131,130,131,96,81,82,131,87,131,131
3447,80,78,76,82,80,90,80,86,90,77,77,78,74,80,77,80,87,80,77,80
3448,47,133,88,142,142,142,142,88,47,47,88,142,88,142,133,142,142,88,88,88
3449,0,40,0,125,0,14,0,0,0,0,0,38,0,0,0,0,0,0,0,0
3450,112,112,112,112,112,112,112,107,112,112,112,107,112,107,112,112,112,112,112,112
3451,133,133,133,133,133,4,133,42,133,133,88,47,47,133,133,88,133,88,42,88
3452,63,138,63,71,63,142,63,71,71,63,63,60,63,141,63,141,63,71,63,63
3453,127,6,127,124,128,122,127,52,122,127,46,142,127,124,142,46,127,128,36,36
3454,82,82,148,81,81,85,82,81,81,82,81,82,86,81,82,82,81,81,81,82
3455,135,97,95,134,146,98,97,134,95,97,130,97,97,134,146,134,130,97,130,148
3456,141,127,141,141,141,127,141,127,141,141,141,72,141,127,141,127,141,127,141,141
3457,46,123,37,124,123,124,123,122,124,9,127,124,123,124,142,124,142,46,12,37
3458,51,50,50,51,50,50,50,50,50,50,50,51,50,71,51,50,50,50,50,50
3459,51,51,151,71,51,71,51,71,151,51,51,142,126,71,51,71,151,71,51,151
3460,129,129,19,43,19,126,19,105,19,19,19,137,19,138,19,140,19,129,19,19
3461,85,81,81,81,85,85,85,81,85,81,85,81,85,81,85,81,81,81,85,84
3462,151,123,151,151,151,151,151,151,151,151,151,142,151,151,151,151,151,151,151,151
3463,127,128,127,128,128,60,128,128,72,127,128,128,127,128,128,128,127,42,60,0
3464,79,79,79,130,79,79,79,130,79,79,79,79,79,79,79,79,79,79,79,79
3465,114,110,114,119,11,129,111,112,112,114,114,99,114,112,15,124,114,122,114,73
3466,114,114,114,42,114,126,114,129,114,114,114,101,114,114,114,42,114,19,42,114
3467,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
3468,75,75,75,61,75,85,75,75,75,75,88,88,75,75,75,75,75,75,75,75
3469,57,118,72,108,129,72,101,103,118,57,31,102,26,58,57,126,140,58,102,39
3470,142,123,47,137,142,128,128,128,128,142,47,128,142,142,142,128,142,126,122,122
3471,92,91,146,86,130,79,146,91,146,146,146,146,84,81,130,146,146,146,146,146
3472,19,129,19,105,19,143,19,129,19,19,129,140,19,120,19,129,19,19,19,19
3473,118,118,118,118,118,118,118,138,118,118,118,118,118,118,118,118,118,118,118,118
3474,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98
3475,26,127,26,56,26,22,26,127,36,26,26,30,26,56,26,23,26,127,26,26
3476,150,105,6,25,143,105,147,69,57,49,26,57,6,69,143,150,104,133,104,12
3477,71,142,69,137,128,128,128,137,122,69,128,142,69,122,124,7,151,29,69,71
3478,130,76,130,94,89,92,130,92,134,130,133,97,97,97,130,76,130,94,130,94
3479,60,60,61,60,60,138,61,61,60,61,60,141,61,60,60,60,61,60,60,61
3480,144,102,42,102,144,33,1,42,18,1,42,102,42,102,144,102,42,102,1,1
3481,143,143,143,143,143,114,143,114,143,143,143,143,143,143,143,114,143,114,143,143
3482,142,48,142,48,142,128,142,127,47,142,142,142,142,133,142,88,47,133,142,47
3483,150,129,150,137,150,150,126,138,150,12,150,72,12,150,150,126,150,129,150,153
3484,82,96,81,83,86,82,74,96,90,78,80,79,131,75,80,96,82,83,146,82
3485,140,129,113,120,129,120,113,120,129,113,113,129,113,113,113,129,113,120,140,129
3486,50,136,71,137,128,52,128,52,71,71,46,128,71,137,71,137,71,29,66,71
3487,130,97,130,89,130,89,130,77,130,130,130,132,130,97,130,97,130,95,130,95
3488,72,28,72,47,72,47,72,45,23,72,72,118,72,8,72,108,72,28,38,38
3489,70,150,119,72,150,151,116,137,128,3,60,66,3,137,31,11,69,137,65,141
3490,146,146,146,146,75,146,148,146,81,134,146,146,146,146,146,146,146,146,146,146
3491,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75
3492,9,9,9,69,9,52,9,9,10,9,9,9,9,9,9,9,9,69,9,9
3493,80,82,80,82,80,82,80,90,82,80,82,148,80,82,82,82,82,74,80,82
3494,50,49,50,49,50,52,50,50,50,50,50,4,50,29,50,4,49,52,50,50
3495,111,114,114,106,111,114,111,114,106,111,114,111,114,106,111,114,111,114,111,111
3496,133,133,133,123,133,97,128,88,133,133,88,47,47,133,133,88,133,48,14,82
3497,6,6,127,6,127,6,127,6,127,127,127,6,127,6,6,6,127,6,127,127
3498,31,138,39,23,39,23,39,23,2,69,69,58,39,23,19,23,31,23,31,2
3499,21,53,35,53,12,69,69,2,35,12,12,15,12,69,35,53,12,56,34,12
3500,31,37,2,37,2,31,31,69,31,2,37,67,37,69,37,45,31,31,2,2
3501,59,20,103,63,59,66,103,66,103,59,59,66,59,58,58,66,59,66,103,58
3502,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,0,91,91,91
3503,128,142,128,72,128,150,128,53,128,128,128,142,128,129,128,150,128,54,128,128
3504,133,48,88,123,133,128,142,123,47,142,142,47,142,133,133,88,47,48,47,47
3505,95,84,95,81,95,81,95,146,95,95,95,80,95,84,95,87,95,146,95,95
3506,12,1,12,35,12,1,12,1,12,35,12,35,12,1,12,1,12,35,35,35
3507,79,79,79,91,79,79,79,79,79,79,79,79,97,79,82,79,79,79,79,79
3508,9,9,48,28,48,9,48,28,9,9,28,63,9,48,9,9,48,14,9,9
3509,50,121,6,62,50,129,137,29,112,50,20,142,54,143,50,142,6,99,113,4
3510,59,20,66,20,66,3,59,66,66,59,59,59,59,21,66,3,66,3,59,59
3511,148,94,148,92,148,134,79,134,134,82,97,97,82,81,134,134,148,97,96,96
3512,47,145,33,47,128,12,127,42,142,47,0,47,47,42,47,42,47,42,8,18
3513,39,70,39,70,39,69,39,69,39,39,37,125,39,70,39,0,39,0,39,39
3514,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32
3515,9,48,9,8,127,124,10,25,10,9,9,10,9,126,10,48,10,25,9,9
3516,7,17,7,17,17,20,23,17,17,3,23,53,3,26,7,20,7,17,7,7
3517,59,59,59,59,20,59,59,59,59,59,59,3,59,59,59,59,59,59,59,20
3518,65,101,69,111,11,101,69,11,11,69,65,101,65,11,65,101,69,69,65,65
3519,58,23,59,58,58,54,58,58,109,58,59,58,58,58,59,100,58,58,139,58
3520,89,89,97,79,89,97,97,133,97,97,89,89,89,89,89,79,89,130,89,79
3521,7,7,7,7,7,7,7,50,7,7,7,63,7,7,7,7,7,63,7,7
3522,17,149,17,149,17,149,17,17,5,43,17,149,43,17,17,149,43,17,43,17
3523,142,133,142,123,142,142,142,48,47,142,142,48,142,133,133,142,142,48,122,122
3524,45,30,45,20,45,20,45,20,25,24,45,3,45,22,45,30,24,22,24,24
3525,16,125,16,16,16,16,117,0,16,16,15,16,16,149,16,16,16,16,16,16
3526,131,79,79,79,130,79,130,148,97,79,79,97,79,82,79,130,130,79,130,74
3527,128,71,136,142,142,128,136,142,128,124,30,142,128,142,136,138,136,67,122,136
3528,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152
3529,36,103,36,56,36,103,47,109,36,36,36,109,36,53,36,32,36,100,112,145
3530,54,4,122,101,4,4,137,101,142,142,4,116,137,7,122,137,54,5,52,6
3531,133,123,133,123,142,123,123,128,123,133,133,47,123,47,133,88,133,88,82,122
3532,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
3533,64,64,64,62,64,64,43,64,64,64,35,64,64,64,64,64,64,62,24,43
3534,133,133,88,123,133,94,133,88,133,133,133,47,88,133,133,133,133,133,14,134
3535,148,79,78,133,148,91,98,96,148,85,132,87,85,133,148,130,148,91,93,88
3536,144,144,144,144,144,144,144,15,144,144,144,63,15,144,144,18,144,144,144,144
3537,150,68,41,27,40,64,41,27,100,41,41,37,41,27,40,27,41,68,150,41
3538,142,125,125,36,124,124,47,122,46,36,150,36,13,127,124,144,13,122,127,127
3539,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,2,2
3540,133,133,133,123,133,94,133,123,133,133,88,47,133,133,133,88,133,133,14,76
3541,9,8,9,8,128,52,128,154,9,100,10,9,9,48,52,35,128,54,9,126
3542,35,145,35,145,35,35,35,14,35,35,35,145,35,1,35,35,35,35,35,35
3543,8,46,48,127,48,46,8,127,127,48,8,127,8,127,8,46,48,100,48,8
3544,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,35,12,12,12,12
3545,53,9,9,9,9,51,9,9,51,9,51,9,9,9,53,9,9,9,9,9
3546,70,70,70,24,62,24,64,45,68,24,70,67,64,45,70,64,70,64,24,64
3547,138,65,138,138,138,138,138,138,138,138,138,138,138,65,138,63,138,138,138,138
3548,132,132,132,78,132,132,132,78,132,132,132,86,132,132,132,132,132,76,132,132
3549,97,146,146,81,89,146,134,134,146,146,146,146,146,77,95,134,130,146,74,146
3550,46,141,128,151,128,46,128,151,128,46,46,46,46,141,128,6,128,46,117,46
3551,52,9,53,100,52,33,53,9,52,52,9,9,52,9,52,32,53,100,52,53
3552,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76
3553,133,133,88,123,123,122,123,131,133,133,88,133,47,133,133,88,133,78,82,82
3554,97,97,134,134,97,134,97,146,134,134,133,133,134,134,133,148,134,134,134,97
3555,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
3556,90,76,90,86,90,83,90,90,90,90,76,76,90,90,90,98,90,90,90,90
3557,127,60,127,60,127,58,141,139,141,127,127,7,60,103,127,60,127,61,6,127
3558,149,149,149,149,149,149,149,116,149,149,149,149,149,149,149,149,149,116,149,149
3559,60,61,27,4,10,61,27,60,100,27,9,22,125,27,60,59,53,127,46,27
3560,127,139,142,128,46,128,128,128,124,142,142,57,142,139,142,42,142,143,0,0
3561,62,24,68,24,68,24,68,125,5,68,24,24,68,24,62,36,68,24,68,68
3562,46,6,20,29,66,29,3,151,6,121,66,66,121,141,121,46,121,141,17,30
3563,6,29,6,6,6,6,6,51,6,6,6,6,6,52,6,6,6,6,6,6
3564,78,78,74,78,78,93,78,131,87,78,77,131,78,78,78,78,74,77,74,78
3565,23,30,22,63,22,30,30,21,6,20,23,127,22,72,23,30,30,21,66,30
3566,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
3567,13,35,13,31,13,69,51,1,13,21,15,12,21,34,13,35,14,35,51,12
3568,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91
3569,123,127,123,142,122,124,123,122,142,123,127,124,123,112,123,134,127,124,123,123
3570,92,92,92,79,91,92,92,79,92,92,92,97,92,92,91,92,92,89,92,92
3571,125,43,40,31,40,40,40,13,40,40,40,40,40,36,40,40,40,40,40,40
3572,40,36,24,36,40,36,24,40,40,24,24,36,24,36,40,40,24,36,40,40
3573,47,142,28,52,142,142,127,10,142,47,47,142,47,52,142,142,145,142,142,47
3574,149,11,43,119,26,11,115,122,112,72,5,149,115,11,115,11,115,112,115,43
3575,80,83,80,83,80,82,80,83,80,80,80,83,80,98,80,96,80,83,80,80
3576,71,71,137,60,137,71,128,151,128,137,128,128,3,136,29,128,137,136,21,71
3577,134,134,134,97,134,94,134,134,134,134,134,75,89,134,134,132,134,97,133,97
3578,120,110,146,112,39,114,46,120,112,99,56,112,99,112,56,93,56,120,99,99
3579,23,22,23,22,23,22,23,22,23,23,23,23,23,22,23,22,23,22,23,23
3580,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
3581,8,100,127,67,127,109,127,100,30,57,57,102,57,127,127,109,127,109,127,127
3582,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
3583,41,38,41,43,41,24,41,43,43,41,41,38,41,43,41,43,41,43,41,43
3584,57,18,57,47,33,18,57,47,57,57,33,18,57,47,57,150,57,47,57,57
3585,129,129,26,129,72,126,129,126,129,116,31,137,129,58,129,126,129,129,17,116
3586,2,1,2,16,2,1,2,1,2,2,2,1,2,127,2,1,2,2,2,2
3587,92,83,79,91,82,98,82,83,79,82,92,83,91,83,82,96,82,83,92,92
3588,122,122,128,122,122,126,128,123,122,128,128,128,128,128,124,128,128,122,122,122
3589,42,58,42,58,27,58,42,58,72,59,58,58,59,58,42,58,22,58,23,59
3590,38,40,38,40,38,24,38,36,39,38,41,67,38,36,38,40,38,24,40,38
3591,142,142,142,4,142,143,4,122,142,142,150,142,142,23,142,128,142,5,142,62
3592,44,28,44,28,44,48,44,48,44,44,44,56,44,48,44,48,44,28,44,44
3593,48,32,48,100,48,32,48,100,28,48,48,28,48,57,48,32,48,32,48,48
3594,12,12,54,58,54,0,3,54,54,138,60,46,72,58,54,17,54,58,7,54
3595,102,102,102,101,102,102,102,102,102,102,102,102,102,102,102,101,102,102,102,102
3596,133,96,88,133,132,94,133,131,133,88,133,88,88,75,133,88,133,96,133,96
3597,85,85,85,84,85,84,84,84,85,84,85,84,84,84,85,84,84,84,88,84
3598,46,124,127,124,124,122,46,134,124,36,124,124,46,112,46,134,127,122,46,46
3599,30,55,5,125,64,29,64,18,32,3,30,27,5,57,5,5,5,21,30,5
3600,96,96,96,82,96,82,96,82,96,96,96,96,96,82,96,82,96,96,96,96
3601,127,124,147,122,72,143,126,126,128,128,147,122,128,59,128,127,147,46,127,127
3602,128,128,128,137,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128
3603,100,30,56,108,109,149,23,22,100,56,100,56,56,30,32,32,23,30,100,100
3604,119,120,119,119,119,120,120,105,105,119,119,99,119,120,119,120,119,120,119,119
3605,24,68,24,68,24,68,24,68,72,24,24,0,24,24,24,0,24,36,24,24
3606,136,138,136,138,136,136,61,138,136,61,136,65,61,138,138,138,138,101,61,61
3607,86,83,86,87,79,89,90,83,83,90,90,79,90,83,86,78,90,89,90,90
3608,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119
3609,69,71,20,4,69,4,69,70,128,69,69,142,69,99,69,142,69,120,69,6
3610,33,8,33,8,33,57,33,8,33,33,33,8,33,33,33,44,33,8,33,33
3611,139,111,139,139,139,111,139,73,111,111,111,111,139,114,139,73,139,143,111,111
3612,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130
3613,154,12,100,5,145,6,100,32,16,100,100,46,154,21,35,16,100,8,154,14
3614,43,43,43,43,40,43,43,43,43,43,43,41,43,118,43,40,43,43,43,43
3615,39,0,26,0,26,0,26,0,26,26,26,3,26,0,26,0,26,0,26,26
3616,130,95,130,146,130,146,130,133,146,130,130,97,130,146,130,95,130,146,130,85
